t_ms,t_s,set_index,prps_seed,run_order_seed,run_name,segment,pwm_us,raw_count,tared_count,force_N,battery_voltage_V,battery_current_A,battery_remaining_pct,battery_age_ms,mavlink_total_packets,mavlink_sys_status_packets,mavlink_bad_frames,phase,period_index,period_sample_index
21,0.021,1,2002,52002,local_1100_1350,baseline_pre,1225,-122872.000,-164.609,-0.003890,11.633,,-1,29,26,3,0,baseline_pre,-1,-1
32,0.032,1,2002,52002,local_1100_1350,baseline_pre,1225,-122819.000,-111.609,-0.002637,11.633,,-1,40,26,3,0,baseline_pre,-1,-1
78,0.078,1,2002,52002,local_1100_1350,baseline_pre,1225,-122993.000,-285.609,-0.006749,11.633,,-1,86,26,3,0,baseline_pre,-1,-1
101,0.101,1,2002,52002,local_1100_1350,baseline_pre,1225,-123116.000,-408.609,-0.009655,11.633,,-1,108,26,3,0,baseline_pre,-1,-1
112,0.112,1,2002,52002,local_1100_1350,baseline_pre,1225,-122089.000,618.391,0.014613,11.633,,-1,120,26,3,0,baseline_pre,-1,-1
135,0.135,1,2002,52002,local_1100_1350,baseline_pre,1225,-123180.000,-472.609,-0.011168,11.633,,-1,143,26,3,0,baseline_pre,-1,-1
158,0.158,1,2002,52002,local_1100_1350,baseline_pre,1225,-120189.000,2518.391,0.059510,11.633,,-1,166,26,3,0,baseline_pre,-1,-1
181,0.181,1,2002,52002,local_1100_1350,baseline_pre,1225,-120812.000,1895.391,0.044788,11.633,,-1,189,26,3,0,baseline_pre,-1,-1
193,0.193,1,2002,52002,local_1100_1350,baseline_pre,1225,-117735.000,4972.390,0.117498,11.633,,-1,200,26,3,0,baseline_pre,-1,-1
216,0.216,1,2002,52002,local_1100_1350,baseline_pre,1225,-119405.000,3302.391,0.078036,11.633,,-1,224,26,3,0,baseline_pre,-1,-1
239,0.239,1,2002,52002,local_1100_1350,baseline_pre,1225,-117110.000,5597.390,0.132266,11.633,,-1,247,26,3,0,baseline_pre,-1,-1
262,0.262,1,2002,52002,local_1100_1350,baseline_pre,1225,-117567.000,5140.390,0.121468,11.633,,-1,270,26,3,0,baseline_pre,-1,-1
285,0.285,1,2002,52002,local_1100_1350,baseline_pre,1225,-115981.000,6726.390,0.158945,11.633,,-1,293,26,3,0,baseline_pre,-1,-1
296,0.296,1,2002,52002,local_1100_1350,baseline_pre,1225,-117108.000,5599.390,0.132314,11.633,,-1,304,26,3,0,baseline_pre,-1,-1
320,0.320,1,2002,52002,local_1100_1350,baseline_pre,1225,-114587.000,8120.390,0.191885,11.633,,-1,328,27,3,1,baseline_pre,-1,-1
342,0.342,1,2002,52002,local_1100_1350,baseline_pre,1225,-115456.000,7251.390,0.171351,11.633,,-1,350,27,3,1,baseline_pre,-1,-1
365,0.365,1,2002,52002,local_1100_1350,baseline_pre,1225,-114183.000,8524.391,0.201432,11.633,,-1,373,27,3,1,baseline_pre,-1,-1
376,0.376,1,2002,52002,local_1100_1350,baseline_pre,1225,-114366.000,8341.391,0.197107,11.633,,-1,384,27,3,1,baseline_pre,-1,-1
400,0.400,1,2002,52002,local_1100_1350,baseline_pre,1225,-113219.000,9488.391,0.224211,11.633,,-1,408,27,3,1,baseline_pre,-1,-1
422,0.422,1,2002,52002,local_1100_1350,baseline_pre,1225,-112182.000,10525.391,0.248715,11.633,,-1,430,27,3,1,baseline_pre,-1,-1
445,0.445,1,2002,52002,local_1100_1350,baseline_pre,1225,-110407.000,12300.391,0.290659,11.633,,-1,453,27,3,1,baseline_pre,-1,-1
457,0.457,1,2002,52002,local_1100_1350,baseline_pre,1225,-110172.000,12535.391,0.296212,11.633,,-1,465,27,3,1,baseline_pre,-1,-1
481,0.481,1,2002,52002,local_1100_1350,baseline_pre,1225,-106329.000,16378.391,0.387022,11.587,,-1,8,32,4,1,baseline_pre,-1,-1
503,0.503,1,2002,52002,local_1100_1350,baseline_pre,1225,-106758.000,15949.391,0.376885,11.587,,-1,30,33,4,1,baseline_pre,-1,-1
515,0.515,1,2002,52002,local_1100_1350,baseline_pre,1225,-106354.000,16353.391,0.386431,11.587,,-1,42,33,4,1,baseline_pre,-1,-1
538,0.538,1,2002,52002,local_1100_1350,baseline_pre,1225,-107659.000,15048.391,0.355594,11.587,,-1,65,33,4,1,baseline_pre,-1,-1
561,0.561,1,2002,52002,local_1100_1350,baseline_pre,1225,-104905.000,17802.390,0.420671,11.587,,-1,88,33,4,1,baseline_pre,-1,-1
584,0.584,1,2002,52002,local_1100_1350,baseline_pre,1225,-104201.000,18506.390,0.437307,11.587,,-1,111,33,4,1,baseline_pre,-1,-1
607,0.607,1,2002,52002,local_1100_1350,baseline_pre,1225,-104810.000,17897.390,0.422916,11.587,,-1,133,33,4,1,baseline_pre,-1,-1
618,0.618,1,2002,52002,local_1100_1350,baseline_pre,1225,-103676.000,19031.390,0.449712,11.587,,-1,145,33,4,1,baseline_pre,-1,-1
664,0.664,1,2002,52002,local_1100_1350,baseline_pre,1225,-101028.000,21679.390,0.512285,11.587,,-1,191,33,4,1,baseline_pre,-1,-1
687,0.687,1,2002,52002,local_1100_1350,baseline_pre,1225,-102519.000,20188.390,0.477052,11.587,,-1,214,33,4,1,baseline_pre,-1,-1
710,0.710,1,2002,52002,local_1100_1350,baseline_pre,1225,-100323.000,22384.390,0.528944,11.587,,-1,237,33,4,1,baseline_pre,-1,-1
733,0.733,1,2002,52002,local_1100_1350,baseline_pre,1225,-100975.000,21732.390,0.513537,11.587,,-1,260,33,4,1,baseline_pre,-1,-1
745,0.745,1,2002,52002,local_1100_1350,baseline_pre,1225,-100221.000,22486.390,0.531354,11.587,,-1,272,33,4,1,baseline_pre,-1,-1
768,0.768,1,2002,52002,local_1100_1350,baseline_pre,1225,-100338.000,22369.390,0.528589,11.587,,-1,295,33,4,1,baseline_pre,-1,-1
791,0.791,1,2002,52002,local_1100_1350,baseline_pre,1225,-99776.000,22931.390,0.541869,11.587,,-1,318,33,4,1,baseline_pre,-1,-1
814,0.814,1,2002,52002,local_1100_1350,baseline_pre,1225,-99811.000,22896.390,0.541042,11.587,,-1,341,33,4,1,baseline_pre,-1,-1
826,0.826,1,2002,52002,local_1100_1350,baseline_pre,1225,-98777.000,23930.390,0.565476,11.587,,-1,353,33,4,1,baseline_pre,-1,-1
848,0.848,1,2002,52002,local_1100_1350,baseline_pre,1225,-99552.000,23155.390,0.547163,11.587,,-1,375,33,4,1,baseline_pre,-1,-1
871,0.871,1,2002,52002,local_1100_1350,baseline_pre,1225,-98794.000,23913.390,0.565074,11.587,,-1,398,33,4,1,baseline_pre,-1,-1
894,0.894,1,2002,52002,local_1100_1350,baseline_pre,1225,-99823.000,22884.390,0.540759,11.587,,-1,421,33,4,1,baseline_pre,-1,-1
906,0.906,1,2002,52002,local_1100_1350,baseline_pre,1225,-99312.000,23395.390,0.552834,11.587,,-1,433,33,4,1,baseline_pre,-1,-1
929,0.929,1,2002,52002,local_1100_1350,baseline_pre,1225,-99137.000,23570.390,0.556969,11.587,,-1,456,33,4,1,baseline_pre,-1,-1
