t_ms,t_s,set_index,prps_seed,run_order_seed,run_name,segment,pwm_us,raw_count,tared_count,force_N,battery_voltage_V,battery_current_A,battery_remaining_pct,battery_age_ms,mavlink_total_packets,mavlink_sys_status_packets,mavlink_bad_frames,phase,period_index,period_sample_index
11,0.011,1,2005,52005,local_1100_1350,baseline_pre,1225,-122695.000,-481.078,-0.011368,12.23,,-1,16,28,3,0,baseline_pre,-1,-1
35,0.035,1,2005,52005,local_1100_1350,baseline_pre,1225,-122717.000,-503.078,-0.011888,12.23,,-1,40,28,3,0,baseline_pre,-1,-1
80,0.080,1,2005,52005,local_1100_1350,baseline_pre,1225,-122466.000,-252.078,-0.005957,12.23,,-1,85,28,3,0,baseline_pre,-1,-1
103,0.103,1,2005,52005,local_1100_1350,baseline_pre,1225,-122838.000,-624.078,-0.014747,12.23,,-1,108,28,3,0,baseline_pre,-1,-1
127,0.127,1,2005,52005,local_1100_1350,baseline_pre,1225,-120127.000,2086.922,0.049314,12.23,,-1,132,28,3,0,baseline_pre,-1,-1
139,0.139,1,2005,52005,local_1100_1350,baseline_pre,1225,-121745.000,468.922,0.011081,12.23,,-1,144,28,3,0,baseline_pre,-1,-1
162,0.162,1,2005,52005,local_1100_1350,baseline_pre,1225,-118105.000,4108.922,0.097094,12.23,,-1,167,33,3,0,baseline_pre,-1,-1
184,0.184,1,2005,52005,local_1100_1350,baseline_pre,1225,-118223.000,3990.922,0.094306,12.23,,-1,189,34,3,0,baseline_pre,-1,-1
208,0.208,1,2005,52005,local_1100_1350,baseline_pre,1225,-116742.000,5471.922,0.129302,12.23,,-1,212,34,3,0,baseline_pre,-1,-1
218,0.218,1,2005,52005,local_1100_1350,baseline_pre,1225,-117159.000,5054.922,0.119448,12.23,,-1,223,34,3,0,baseline_pre,-1,-1
241,0.241,1,2005,52005,local_1100_1350,baseline_pre,1225,-114704.000,7509.922,0.177460,12.23,,-1,246,34,3,0,baseline_pre,-1,-1
264,0.264,1,2005,52005,local_1100_1350,baseline_pre,1225,-113745.000,8468.922,0.200121,12.23,,-1,269,34,3,0,baseline_pre,-1,-1
287,0.287,1,2005,52005,local_1100_1350,baseline_pre,1225,-112569.000,9644.922,0.227910,12.23,,-1,292,34,3,0,baseline_pre,-1,-1
299,0.299,1,2005,52005,local_1100_1350,baseline_pre,1225,-112329.000,9884.922,0.233581,12.23,,-1,304,34,3,0,baseline_pre,-1,-1
322,0.322,1,2005,52005,local_1100_1350,baseline_pre,1225,-109137.000,13076.922,0.309008,12.23,,-1,327,34,3,0,baseline_pre,-1,-1
345,0.345,1,2005,52005,local_1100_1350,baseline_pre,1225,-107028.000,15185.922,0.358844,12.23,,-1,350,34,3,0,baseline_pre,-1,-1
368,0.368,1,2005,52005,local_1100_1350,baseline_pre,1225,-108055.000,14158.922,0.334576,12.23,,-1,373,34,3,0,baseline_pre,-1,-1
379,0.379,1,2005,52005,local_1100_1350,baseline_pre,1225,-105760.000,16453.922,0.388807,12.23,,-1,384,34,3,0,baseline_pre,-1,-1
403,0.403,1,2005,52005,local_1100_1350,baseline_pre,1225,-105095.000,17118.922,0.404521,12.23,,-1,408,34,3,0,baseline_pre,-1,-1
426,0.426,1,2005,52005,local_1100_1350,baseline_pre,1225,-104003.000,18210.922,0.430325,12.23,,-1,431,34,3,0,baseline_pre,-1,-1
449,0.449,1,2005,52005,local_1100_1350,baseline_pre,1225,-103254.000,18959.922,0.448023,12.23,,-1,454,34,3,0,baseline_pre,-1,-1
460,0.460,1,2005,52005,local_1100_1350,baseline_pre,1225,-102586.000,19627.922,0.463808,12.23,,-1,465,34,3,0,baseline_pre,-1,-1
483,0.483,1,2005,52005,local_1100_1350,baseline_pre,1225,-101666.000,20547.922,0.485548,12.23,,-1,488,34,3,0,baseline_pre,-1,-1
506,0.506,1,2005,52005,local_1100_1350,baseline_pre,1225,-101555.000,20658.922,0.488171,12.23,,-1,511,34,3,0,baseline_pre,-1,-1
529,0.529,1,2005,52005,local_1100_1350,baseline_pre,1225,-100875.000,21338.922,0.504239,12.23,,-1,534,34,3,0,baseline_pre,-1,-1
541,0.541,1,2005,52005,local_1100_1350,baseline_pre,1225,-100360.000,21853.922,0.516409,12.23,,-1,545,34,3,0,baseline_pre,-1,-1
564,0.564,1,2005,52005,local_1100_1350,baseline_pre,1225,-100969.000,21244.922,0.502018,12.23,,-1,569,34,3,0,baseline_pre,-1,-1
587,0.587,1,2005,52005,local_1100_1350,baseline_pre,1225,-99190.000,23023.922,0.544056,12.23,,-1,592,34,3,0,baseline_pre,-1,-1
610,0.610,1,2005,52005,local_1100_1350,baseline_pre,1225,-100031.000,22182.922,0.524183,12.23,,-1,615,34,3,0,baseline_pre,-1,-1
622,0.622,1,2005,52005,local_1100_1350,baseline_pre,1225,-99420.000,22793.922,0.538621,12.23,,-1,627,34,3,0,baseline_pre,-1,-1
670,0.670,1,2005,52005,local_1100_1350,baseline_pre,1225,-98266.000,23947.922,0.565890,12.23,,-1,675,37,3,0,baseline_pre,-1,-1
691,0.691,1,2005,52005,local_1100_1350,baseline_pre,1225,-98067.000,24146.922,0.570592,12.23,,-1,696,41,3,0,baseline_pre,-1,-1
702,0.702,1,2005,52005,local_1100_1350,baseline_pre,1225,-97893.000,24320.922,0.574704,12.23,,-1,707,41,3,0,baseline_pre,-1,-1
725,0.725,1,2005,52005,local_1100_1350,baseline_pre,1225,-98031.000,24182.922,0.571443,12.23,,-1,730,41,3,0,baseline_pre,-1,-1
748,0.748,1,2005,52005,local_1100_1350,baseline_pre,1225,-97326.000,24887.922,0.588102,12.23,,-1,753,41,3,0,baseline_pre,-1,-1
771,0.771,1,2005,52005,local_1100_1350,baseline_pre,1225,-97517.000,24696.922,0.583589,12.23,,-1,776,41,3,0,baseline_pre,-1,-1
782,0.782,1,2005,52005,local_1100_1350,baseline_pre,1225,-97268.000,24945.922,0.589473,12.23,,-1,787,41,3,0,baseline_pre,-1,-1
806,0.806,1,2005,52005,local_1100_1350,baseline_pre,1225,-97078.000,25135.922,0.593963,12.23,,-1,811,41,3,0,baseline_pre,-1,-1
828,0.828,1,2005,52005,local_1100_1350,baseline_pre,1225,-97250.000,24963.922,0.589898,12.23,,-1,833,41,3,0,baseline_pre,-1,-1
851,0.851,1,2005,52005,local_1100_1350,baseline_pre,1225,-97232.000,24981.922,0.590324,12.23,,-1,856,41,3,0,baseline_pre,-1,-1
863,0.863,1,2005,52005,local_1100_1350,baseline_pre,1225,-97084.000,25129.922,0.593821,12.23,,-1,868,41,3,0,baseline_pre,-1,-1
886,0.886,1,2005,52005,local_1100_1350,baseline_pre,1225,-97262.000,24951.922,0.589615,12.23,,-1,891,41,3,0,baseline_pre,-1,-1
909,0.909,1,2005,52005,local_1100_1350,baseline_pre,1225,-96987.000,25226.922,0.596113,12.23,,-1,914,41,3,0,baseline_pre,-1,-1
932,0.932,1,2005,52005,local_1100_1350,baseline_pre,1225,-96861.000,25352.922,0.599090,12.23,,-1,937,41,3,0,baseline_pre,-1,-1
943,0.943,1,2005,52005,local_1100_1350,baseline_pre,1225,-96509.000,25704.922,0.607408,12.23,,-1,948,41,3,0,baseline_pre,-1,-1
967,0.967,1,2005,52005,local_1100_1350,baseline_pre,1225,-96279.000,25934.922,0.612843,12.23,,-1,972,41,3,0,baseline_pre,-1,-1
991,0.991,1,2005,52005,local_1100_1350,baseline_pre,1225,-96145.000,26068.922,0.616009,12.23,,-1,995,41,3,0,baseline_pre,-1,-1
1013,1.013,1,2005,52005,local_1100_1350,baseline_pre,1225,-96269.000,25944.922,0.613079,12.23,,-1,1017,41,3,0,baseline_pre,-1,-1
1024,1.024,1,2005,52005,local_1100_1350,baseline_pre,1225,-96202.000,26011.922,0.614662,12.23,,-1,1029,41,3,0,baseline_pre,-1,-1
1047,1.047,1,2005,52005,local_1100_1350,baseline_pre,1225,-96216.000,25997.922,0.614332,12.23,,-1,1052,41,3,0,baseline_pre,-1,-1
1070,1.070,1,2005,52005,local_1100_1350,baseline_pre,1225,-95841.000,26372.922,0.623193,12.23,,-1,1075,41,3,0,baseline_pre,-1,-1
1082,1.082,1,2005,52005,local_1100_1350,baseline_pre,1225,-96077.000,26136.922,0.617616,12.23,,-1,1087,41,3,0,baseline_pre,-1,-1
1105,1.105,1,2005,52005,local_1100_1350,baseline_pre,1225,-96184.000,26029.922,0.615088,12.23,,-1,1110,41,3,0,baseline_pre,-1,-1
1128,1.128,1,2005,52005,local_1100_1350,baseline_pre,1225,-95935.000,26278.922,0.620972,12.23,,-1,1133,41,3,0,baseline_pre,-1,-1
1153,1.153,1,2005,52005,local_1100_1350,baseline_pre,1225,-96107.000,26106.922,0.616907,12.126,,-1,1,44,4,0,baseline_pre,-1,-1
1174,1.174,1,2005,52005,local_1100_1350,baseline_pre,1225,-95862.000,26351.922,0.622697,12.126,,-1,22,47,4,0,baseline_pre,-1,-1
1185,1.185,1,2005,52005,local_1100_1350,baseline_pre,1225,-95989.000,26224.922,0.619696,12.126,,-1,33,47,4,0,baseline_pre,-1,-1
1208,1.208,1,2005,52005,local_1100_1350,baseline_pre,1225,-96206.000,26007.922,0.614568,12.126,,-1,56,47,4,0,baseline_pre,-1,-1
1231,1.231,1,2005,52005,local_1100_1350,baseline_pre,1225,-96733.000,25480.922,0.602115,12.126,,-1,79,47,4,0,baseline_pre,-1,-1
1254,1.254,1,2005,52005,local_1100_1350,baseline_pre,1225,-96509.000,25704.922,0.607408,12.126,,-1,102,47,4,0,baseline_pre,-1,-1
1266,1.266,1,2005,52005,local_1100_1350,baseline_pre,1225,-96255.000,25958.922,0.613410,12.126,,-1,114,47,4,0,baseline_pre,-1,-1
1289,1.289,1,2005,52005,local_1100_1350,baseline_pre,1225,-95963.000,26250.922,0.620310,12.126,,-1,137,47,4,0,baseline_pre,-1,-1
