t_ms,t_s,set_index,prps_seed,run_order_seed,run_name,segment,servo_us,command_delta_us,command_norm,count,count_zero,count_delta,theta_rad,theta_deg,phase,period_index,period_sample_index
14,0.014,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
19,0.019,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
23,0.023,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
72,0.072,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
77,0.077,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
82,0.082,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
87,0.087,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
92,0.092,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
98,0.098,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
103,0.103,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
108,0.108,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
113,0.113,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
118,0.118,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
123,0.123,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
128,0.128,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
133,0.133,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
139,0.139,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
144,0.144,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
149,0.149,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
154,0.154,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
159,0.159,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
164,0.164,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
169,0.169,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
174,0.174,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
179,0.179,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
185,0.185,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
190,0.190,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
195,0.195,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
200,0.200,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
205,0.205,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
210,0.210,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
215,0.215,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
220,0.220,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
255,0.255,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
260,0.260,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
265,0.265,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
270,0.270,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
275,0.275,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
280,0.280,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
285,0.285,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
290,0.290,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
295,0.295,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
301,0.301,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
306,0.306,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
311,0.311,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
316,0.316,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
321,0.321,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
326,0.326,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
331,0.331,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
336,0.336,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
353,0.353,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
359,0.359,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
364,0.364,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
369,0.369,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
374,0.374,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
379,0.379,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
384,0.384,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
389,0.389,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
394,0.394,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
400,0.400,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
405,0.405,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
410,0.410,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
415,0.415,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
420,0.420,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
425,0.425,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
430,0.430,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
435,0.435,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
440,0.440,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
474,0.474,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
479,0.479,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
484,0.484,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
489,0.489,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
494,0.494,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
499,0.499,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
504,0.504,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
509,0.509,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
515,0.515,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
520,0.520,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
525,0.525,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
530,0.530,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
535,0.535,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
540,0.540,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
545,0.545,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
550,0.550,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
555,0.555,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
561,0.561,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
566,0.566,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
571,0.571,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
576,0.576,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
581,0.581,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
586,0.586,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
591,0.591,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
596,0.596,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
601,0.601,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
607,0.607,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
612,0.612,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
617,0.617,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
622,0.622,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
627,0.627,1,4004,54004,ladder_a15_probe_f9p50,baseline_pre,1428,0,0.000000,0,0,0,0.00000000,0.00000,baseline_pre,-1,-1
